study,source,dbase,Inst,hcp_variable,variable_label,variable_type,variable_options,nda_structure,nda_element,structure_label,element_label,element_description,element_values,inst_short,template,action_request,hcp_variable_upload,specialty_code,requested_python
HCPD,REDCap,hcpdchild,,mctq_school1,,,,mctq01,wkbed,,,,,,,,mctq_school1,,
HCPD,REDCap,hcpdchild,,mctq_school3,,,,mctq01,wkslp,,,,,,,,mctq_school3,,
HCPD,REDCap,hcpdchild,,mctq_school4,,,,mctq01,wkmnslp,,,,,,,,mctq_school4,,
HCPD,REDCap,hcpdchild,,mctq_school5,,,,mctq01,wkwakup,,,,,,,,mctq_school5,,
HCPD,REDCap,hcpdchild,,mctq_school6,,,,mctq01,wkmnup,,,,,,,,mctq_school6,,
HCPD,REDCap,hcpdchild,,mctq_school7,,,,mctq01,wkalarm,,,,,,,,mctq_school7,,
HCPD,REDCap,hcpdchild,,mctq_school8,,,,mctq01,mctq_school8,,,,,,,,mctq_school8,,
HCPD,REDCap,hcpdchild,,mctq_free1,,,,mctq01,frbed,,,,,,,,mctq_free1,,
HCPD,REDCap,hcpdchild,,mctq_free3,,,,mctq01,frslp,,,,,,,,mctq_free3,,
HCPD,REDCap,hcpdchild,,mctq_free4,,,,mctq01,frmnslp,,,,,,,,mctq_free4,,
HCPD,REDCap,hcpdchild,,mctq_free5,,,,mctq01,frwakup,,,,,,,,mctq_free5,,
HCPD,REDCap,hcpdchild,,mctq_free6,,,,mctq01,frmnup,,,,,,,,mctq_free6,,
HCPD,REDCap,hcpdchild,,mctq_free7,,,,mctq01,fralarm,,,,,,,,mctq_free7,,
HCPD,REDCap,hcpdchild,,mctq_free8,,,,mctq01,frprntslp,,,,,,,,mctq_free8,,
HCPD,REDCap,hcpdchild,,mctq_free9,,,,mctq01,frprnts,,,,,,,Please combine mctq_free9 and mctq_free10 under one column (either name would be fine). Please also convert mctq_free9's numeric codes to the text strings they represent.,,,"studydata['mctq_free9']=studydata.mctq_free9.str.replace('1','Familymembers/pet(s)'); studydata['mctq_free9']=studydata.mctq_free9.str.replace('2','Hobbies'); studydata['mctq_free9']=studydata.mctq_free9.str.replace('3','Other: ');"
HCPD,REDCap,hcpdchild,,mctq_free10,,,,mctq01,frprnts,,,,,,,Please combine mctq_free9 and mctq_free10 under one column (either name would be fine). Please also convert mctq_free9's numeric codes to the text strings they represent.,mctq_free10,,studydata.mctq_free10=studydata.mctq_free9+studydata.mctq_free10
HCPD,REDCap,hcpdchild hcpd18,,mmse1_1,,,,mmse01,mmse01,,,,,,,,mmse1_1,,
HCPD,REDCap,hcpdchild hcpd18,,mmse1_2,,,,mmse01,mmse02,,,,,,,,mmse1_2,,
HCPD,REDCap,hcpdchild hcpd18,,mmse1_3,,,,mmse01,mmse03,,,,,,,,mmse1_3,,
HCPD,REDCap,hcpdchild hcpd18,,mmse1_4,,,,mmse01,mmse04,,,,,,,,mmse1_4,,
HCPD,REDCap,hcpdchild hcpd18,,mmse1_5,,,,mmse01,mmse05,,,,,,,,mmse1_5,,
HCPD,REDCap,hcpdchild hcpd18,,mmse1_6,,,,mmse01,mmse06,,,,,,,,mmse1_6,,
HCPD,REDCap,hcpdchild hcpd18,,mmse1_7,,,,mmse01,mmse07,,,,,,,,mmse1_7,,
HCPD,REDCap,hcpdchild hcpd18,,mmse1_8,,,,mmse01,mmse08,,,,,,,,mmse1_8,,
HCPD,REDCap,hcpdchild hcpd18,,mmse1_9,,,,mmse01,mmse09,,,,,,,,mmse1_9,,
HCPD,REDCap,hcpdchild hcpd18,,mmse1_10,,,,mmse01,mmse10,,,,,,,,mmse1_10,,
HCPD,REDCap,hcpdchild hcpd18,,mmse2_1,,,,mmse01,mmse11,,,,,,,,mmse2_1,,
HCPD,REDCap,hcpdchild hcpd18,,mmse2_2,,,,mmse01,mmse12,,,,,,,,mmse2_2,,
HCPD,REDCap,hcpdchild hcpd18,,mmse2_3,,,,mmse01,mmse13,,,,,,,,mmse2_3,,
HCPD,REDCap,hcpdchild hcpd18,,mmse2_trials,,,,mmse01,mmse13a,,,,,,,,mmse2_trials,,
HCPD,REDCap,hcpdchild hcpd18,,mmse3a_1,,,,mmse01,mms14,,,,,,,,mmse3a_1,,
HCPD,REDCap,hcpdchild hcpd18,,mmse3a_2,,,,mmse01,mms15,,,,,,,,mmse3a_2,,
HCPD,REDCap,hcpdchild hcpd18,,mmse3a_3,,,,mmse01,mms16,,,,,,,,mmse3a_3,,
HCPD,REDCap,hcpdchild hcpd18,,mmse3a_4,,,,mmse01,mms17,,,,,,,,mmse3a_4,,
HCPD,REDCap,hcpdchild hcpd18,,mmse3a_5,,,,mmse01,mms18,,,,,,,,mmse3a_5,,
HCPD,REDCap,hcpdchild hcpd18,,mmse3b_1,,,,mmse01,mmse14,,,,,,,,mmse3b_1,,
HCPD,REDCap,hcpdchild hcpd18,,mmse3b_2,,,,mmse01,mmse15,,,,,,,,mmse3b_2,,
HCPD,REDCap,hcpdchild hcpd18,,mmse3b_3,,,,mmse01,mmse16,,,,,,,,mmse3b_3,,
HCPD,REDCap,hcpdchild hcpd18,,mmse3b_4,,,,mmse01,mmse17,,,,,,,,mmse3b_4,,
HCPD,REDCap,hcpdchild hcpd18,,mmse3b_5,,,,mmse01,mmse18,,,,,,,,mmse3b_5,,
HCPD,REDCap,hcpdchild hcpd18,,mmse3a_sum,,,,mmse01,att_calc_tot,,,,,,,,mmse3a_sum,,
HCPD,REDCap,hcpdchild hcpd18,,mmse3b_sum,,,,mmse01,alt_tot,,,,,,,,mmse3b_sum,,
HCPD,REDCap,hcpdchild hcpd18,,mmse3c,,,,mmse01,mmses4,,,,,,,,mmse3c,,
HCPD,REDCap,hcpdchild hcpd18,,mmse4_1,,,,mmse01,mmse19,,,,,,,,mmse4_1,,
HCPD,REDCap,hcpdchild hcpd18,,mmse4_2,,,,mmse01,mmse20,,,,,,,,mmse4_2,,
HCPD,REDCap,hcpdchild hcpd18,,mmse4_3,,,,mmse01,mmse21,,,,,,,,mmse4_3,,
HCPD,REDCap,hcpdchild hcpd18,,mmse5a_1,,,,mmse01,mmse22,,,,,,,,mmse5a_1,,
HCPD,REDCap,hcpdchild hcpd18,,mmse5a_2,,,,mmse01,mmse23,,,,,,,,mmse5a_2,,
HCPD,REDCap,hcpdchild hcpd18,,mmse5b,,,,mmse01,mmse24,,,,,,,,mmse5b,,
HCPD,REDCap,hcpdchild hcpd18,,mmse5c_1,,,,mmse01,mmse25,,,,,,,,mmse5c_1,,
HCPD,REDCap,hcpdchild hcpd18,,mmse5c_2,,,,mmse01,mmse26,,,,,,,,mmse5c_2,,
HCPD,REDCap,hcpdchild hcpd18,,mmse5c_3,,,,mmse01,mmse27,,,,,,,,mmse5c_3,,
HCPD,REDCap,hcpdchild hcpd18,,mmse5d,,,,mmse01,mmse28,,,,,,,,mmse5d,,
HCPD,REDCap,hcpdchild hcpd18,,mmse5e,,,,mmse01,mmse29,,,,,,,,mmse5e,,
HCPD,REDCap,hcpdchild hcpd18,,mmse5f,,,,mmse01,mmse30,,,,,,,,mmse5f,,
HCPD,REDCap,hcpdchild hcpd18,,mmse_total,,,,mmse01,mmse_ts,,,,,,,,mmse_total,,
HCPD,REDCap,hcpdchild hcpd18,,neo1,,,,neo_ffi_form_s_adult_200301,neo_q1,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo1,,"neo1=pd.to_numeric(studydata.neo1,errors='coerce')-1; studydata.neo1=neo1.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo2,,,,neo_ffi_form_s_adult_200301,neo_q2,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo2,,"neo2=pd.to_numeric(studydata.neo2,errors='coerce')-1; studydata.neo2=neo2.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo3,,,,neo_ffi_form_s_adult_200301,neo_q3,,,,,,,"Please decrement your 1::5 scale to a 0::4 scale, reverse-coding where the manual calls for it, and recalculating scores accordingly.",neo3,,"neo3=4-(pd.to_numeric(studydata.neo3,errors='coerce')-1); studydata.neo3=neo3.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo4,,,,neo_ffi_form_s_adult_200301,neo_q4,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo4,,"neo4=pd.to_numeric(studydata.neo4,errors='coerce')-1; studydata.neo4=neo4.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo5,,,,neo_ffi_form_s_adult_200301,neo_q5,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo5,,"neo5=pd.to_numeric(studydata.neo5,errors='coerce')-1; studydata.neo5=neo5.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo6,,,,neo_ffi_form_s_adult_200301,neo_q6,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo6,,"neo6=pd.to_numeric(studydata.neo6,errors='coerce')-1; studydata.neo6=neo6.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo7,,,,neo_ffi_form_s_adult_200301,neo_q7,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo7,,"neo7=pd.to_numeric(studydata.neo7,errors='coerce')-1; studydata.neo7=neo7.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo8,,,,neo_ffi_form_s_adult_200301,neo_q8,,,,,,,"Please decrement your 1::5 scale to a 0::4 scale, reverse-coding where the manual calls for it, and recalculating scores accordingly.",neo8,,"neo8=4-(pd.to_numeric(studydata.neo8,errors='coerce')-1); studydata.neo8=neo8.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo9,,,,neo_ffi_form_s_adult_200301,neo_q9,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo9,,"neo9=pd.to_numeric(studydata.neo9,errors='coerce')-1; studydata.neo9=neo9.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo10,,,,neo_ffi_form_s_adult_200301,neo_q10,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo10,,"neo10=pd.to_numeric(studydata.neo10,errors='coerce')-1; studydata.neo10=neo10.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo11,,,,neo_ffi_form_s_adult_200301,neo_q11,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo11,,"neo11=pd.to_numeric(studydata.neo11,errors='coerce')-1; studydata.neo11=neo11.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo12,,,,neo_ffi_form_s_adult_200301,neo_q12,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo12,,"neo12=pd.to_numeric(studydata.neo12,errors='coerce')-1; studydata.neo12=neo12.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo13,,,,neo_ffi_form_s_adult_200301,neo_q13,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo13,,"neo13=pd.to_numeric(studydata.neo13,errors='coerce')-1; studydata.neo13=neo13.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo14,,,,neo_ffi_form_s_adult_200301,neo_q14,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo14,,"neo14=pd.to_numeric(studydata.neo14,errors='coerce')-1; studydata.neo14=neo14.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo15,,,,neo_ffi_form_s_adult_200301,neo_q15,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo15,,"neo15=pd.to_numeric(studydata.neo15,errors='coerce')-1; studydata.neo15=neo15.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo16,,,,neo_ffi_form_s_adult_200301,neo_q16,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo16,,"neo16=pd.to_numeric(studydata.neo16,errors='coerce')-1; studydata.neo16=neo16.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo17,,,,neo_ffi_form_s_adult_200301,neo_q17,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo17,,"neo17=pd.to_numeric(studydata.neo17,errors='coerce')-1; studydata.neo17=neo17.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo18,,,,neo_ffi_form_s_adult_200301,neo_q18,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo18,,"neo18=pd.to_numeric(studydata.neo18,errors='coerce')-1; studydata.neo18=neo18.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo19,,,,neo_ffi_form_s_adult_200301,neo_q19,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo19,,"neo19=pd.to_numeric(studydata.neo19,errors='coerce')-1; studydata.neo19=neo19.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo20,,,,neo_ffi_form_s_adult_200301,neo_q20,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo20,,"neo20=pd.to_numeric(studydata.neo20,errors='coerce')-1; studydata.neo20=neo20.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo21,,,,neo_ffi_form_s_adult_200301,neo_q21,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo21,,"neo21=pd.to_numeric(studydata.neo21,errors='coerce')-1; studydata.neo21=neo21.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo22,,,,neo_ffi_form_s_adult_200301,neo_q22,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo22,,"neo22=pd.to_numeric(studydata.neo22,errors='coerce')-1; studydata.neo22=neo22.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo23,,,,neo_ffi_form_s_adult_200301,neo_q23,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo23,,"neo23=pd.to_numeric(studydata.neo23,errors='coerce')-1; studydata.neo23=neo23.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo24,,,,neo_ffi_form_s_adult_200301,neo_q24,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo24,,"neo24=pd.to_numeric(studydata.neo24,errors='coerce')-1; studydata.neo24=neo24.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo25,,,,neo_ffi_form_s_adult_200301,neo_q25,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo25,,"neo25=pd.to_numeric(studydata.neo25,errors='coerce')-1; studydata.neo25=neo25.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo26,,,,neo_ffi_form_s_adult_200301,neo_q26,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo26,,"neo26=pd.to_numeric(studydata.neo26,errors='coerce')-1; studydata.neo26=neo26.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo27,,,,neo_ffi_form_s_adult_200301,neo_q27,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo27,,"neo27=pd.to_numeric(studydata.neo27,errors='coerce')-1; studydata.neo27=neo27.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo28,,,,neo_ffi_form_s_adult_200301,neo_q28,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo28,,"neo28=pd.to_numeric(studydata.neo28,errors='coerce')-1; studydata.neo28=neo28.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo29,,,,neo_ffi_form_s_adult_200301,neo_q29,,,,,,,"Please decrement your 1::5 scale to a 0::4 scale, reverse-coding where the manual calls for it, and recalculating scores accordingly.",neo29,,"neo29=4-(pd.to_numeric(studydata.neo29,errors='coerce')-1); studydata.neo29=neo29.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo30,,,,neo_ffi_form_s_adult_200301,neo_q30,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo30,,"neo30=pd.to_numeric(studydata.neo30,errors='coerce')-1; studydata.neo30=neo30.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo31,,,,neo_ffi_form_s_adult_200301,neo_q31,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo31,,"neo31=pd.to_numeric(studydata.neo31,errors='coerce')-1; studydata.neo31=neo31.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo32,,,,neo_ffi_form_s_adult_200301,neo_q32,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo32,,"neo32=pd.to_numeric(studydata.neo32,errors='coerce')-1; studydata.neo32=neo32.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo33,,,,neo_ffi_form_s_adult_200301,neo_q33,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo33,,"neo33=pd.to_numeric(studydata.neo33,errors='coerce')-1; studydata.neo33=neo33.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo34,,,,neo_ffi_form_s_adult_200301,neo_q34,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo34,,"neo34=pd.to_numeric(studydata.neo34,errors='coerce')-1; studydata.neo34=neo34.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo35,,,,neo_ffi_form_s_adult_200301,neo_q35,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo35,,"neo35=pd.to_numeric(studydata.neo35,errors='coerce')-1; studydata.neo35=neo35.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo36,,,,neo_ffi_form_s_adult_200301,neo_q36,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo36,,"neo36=pd.to_numeric(studydata.neo36,errors='coerce')-1; studydata.neo36=neo36.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo37,,,,neo_ffi_form_s_adult_200301,neo_q37,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo37,,"neo37=pd.to_numeric(studydata.neo37,errors='coerce')-1; studydata.neo37=neo37.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo38,,,,neo_ffi_form_s_adult_200301,neo_q38,,,,,,,"Please decrement your 1::5 scale to a 0::4 scale, reverse-coding where the manual calls for it, and recalculating scores accordingly.",neo38,,"neo38=4-(pd.to_numeric(studydata.neo38,errors='coerce')-1); studydata.neo38=neo38.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo39,,,,neo_ffi_form_s_adult_200301,neo_q39,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo39,,"neo39=pd.to_numeric(studydata.neo39,errors='coerce')-1; studydata.neo39=neo39.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo40,,,,neo_ffi_form_s_adult_200301,neo_q40,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo40,,"neo40=pd.to_numeric(studydata.neo40,errors='coerce')-1; studydata.neo40=neo40.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo41,,,,neo_ffi_form_s_adult_200301,neo_q41,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo41,,"neo41=pd.to_numeric(studydata.neo41,errors='coerce')-1; studydata.neo41=neo41.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo42,,,,neo_ffi_form_s_adult_200301,neo_q42,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo42,,"neo42=pd.to_numeric(studydata.neo42,errors='coerce')-1; studydata.neo42=neo42.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo43,,,,neo_ffi_form_s_adult_200301,neo_q43,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo43,,"neo43=pd.to_numeric(studydata.neo43,errors='coerce')-1; studydata.neo43=neo43.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo44,,,,neo_ffi_form_s_adult_200301,neo_q44,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo44,,"neo44=pd.to_numeric(studydata.neo44,errors='coerce')-1; studydata.neo44=neo44.fillna(-99).astype(int).astype(str).str.replace('-99','')"
HCPD,REDCap,hcpdchild hcpd18,,neo45,,,,neo_ffi_form_s_adult_200301,neo_q45,,,,,,,Please decrement your 1::5 scale to a 0::4 scale,neo45,,"neo45=pd.to_numeric(studydata.neo45,errors='coerce')-1; studydata.neo45=neo45.fillna(-99).astype(int).astype(str).str.replace('-99','')"
